3,basketball player in the air about to make a shot .
3,basketball player jumps up with the ball as two others watch .
5,school basketball game is in progress .
5,player from Eastern goes between two defenders for a shot .
5,playing a basketball game .
9,basketball player in a red uniform is holding the ball while a player in a white uniform is trying to block him .
5,basketball player with a ball and defenders .
5,rival teams are playing basketball .
5,basketball teams playing a game on the court .
3,basketball player dribbles the ball while another blocks him and an official looks on .
9,basketball player in a whit outfit is dribbling the ball around a player in a red outfit as the referee looks on .
5,Miami basketball player dribbles by an Arizona State player .
5,referee watches two basketball players playing basketball .
5,guard drives towards the basket during a college basketball game .
3,basketball player in white leaps up at the net .
5,basketball player is jumping and holding a basketball over the net .
3,basketball player slam dunks the ball .
8,man jumps with a basketball to make a hoop .
3,basketball player is dropping the basketball into the net .
3,basketball player wearing a black and white uniform dribbles the ball .
8,a women 's basketball game , a white skinned woman dribbles against the Chicago defense .
1,players in action .
3,basketball player in white is dribbling the ball towards the player in black .
5,in white dribbling basketball .
0,man contorts his body as he plays baseball .
5,basketball player jumps for a shot while another attempts to block him .
9,in blue and white uniform shooting basketball being blocked by man in white and red .
5,basketball players oppose each other at the net .
5,men are playing basketball and one is trying to block the other .
8,men , one with a ball and a blue uniform , and the other in a white uniform are playing basketball .
8,group of boys are playing basketball and a boy in a brown shirt is throwing a basketball into the basket .
5,man jumps up towards the basketball hoop as others watch .
3,man wearing a brown shirt throwing the basketball into the basket .
5,people play basketball outside .
5,basketball player performing a lay-up .
8,boy in a blue basketball uniform , number 13 and a boy in a white basketball uniform , number 23 jump for the ball .
9,man in a white uniform jumps while holding a basketball as another in blue blocks him .
3,player wearing a white , number 23 jersey jumps up with the ball while guarded by number 13 on the opposite team .
9,man in white is playing basketball against the man in blue .
3,basketball player in white is trying to defend against the player in black who is dribbling the ball .
8,african american runs with a basketball as a caucasion tries to take the ball from him .
9,in black uniform dribbling basketball away from guy in white uniform
5,teams are playing basketball as one man is driving towards the hoop .
3,player attempts to get ball from black player on basketball court .
3,basketball player tries to aim for the goal while being blocked by other players .
5,basketball player with several blockers .
5,group of high school basketball players play a game .
3,group of basketball players trying to get the ball from another player .
8,young man in a white uniform holds a basketball surrounded by members of the opposing team wearing green .
9,basketball player in blue is attempting to block a player in white during a game .
5,men are playing basketball .
5,basketball players play in a game .
5,black men playing basketball in a gym .
5,men from opposite teams play basketball together .
3,basketball player jumps to make the shot while another tries to stop him .
9,in blue sport uniform with basketball in right hand attempting to score basket while being blocked by player in white uniform .
3,basketball player in white is defending the basket against the player wearing blue .
5,basketball players oppose each other at the net .
5,men are playing basketball and one is trying to block the others shot .
3,basketball player in a blue jersey holds the ball high .
5,basketball player is getting ready to shoot a hoop
5,man in blue uniform about to throw a basketball .
5,man wearing a blue basketball jersey is shooting the basketball .
3,basketball player concentrating on keeping the ball from other players .
5,basketball player holding a basketball .
9,basketball player in blue is running between two players in white .
2,man in blue has the basketball while the man on the left watches and the man on the right tries to stop him .
5,basketball teams compete .
5,basketball player dribbles .
3,basketball player for North Carolina moves with the ball in hand .
5,man in a blue jersey plays basketball .
3,North Carolina basketball player dribbles the ball .
3,basketball player holds the ball .
3,basketball player in red is challenging the player in white for the ball .
5,teenagers are fighting over a basketball during a game .
5,basketball players fighting over control of a ball .
5,basketball players struggle for the ball .
9,males , one in red and one in white playing a basketball game .
0,boy leans on a baseball bat and holds out one arm outstreached .
8,young boy poses in a field with a baseball bat .
0,young boy with a baseball bat holing his arm out .
8,boy is wearing a green cap and holding a black baseball bat .
0,baseball players are on the field while a large crowd is watching
8,boy wearing a shirt with an American flag plays with a basketball on the blacktop .
5,boy with a basketball .
5,young boy playing basketball .
5,with american flag shirt bounces basketball .
5,basketball player from one team making a rebound while three players oppose him .
9,basketball player in orange has the ball while three others in blue and white defend .
3,player in orange trying to score through three men from the opposing team .
5,men are playing in a basketball game .
3,basketball players in white are defending against the attacking player with the ball in orange .
5,little girl plays on a toy basketball game .
8,holding a beer throws a basketball where a little girl is playing .
9,baby in the red outfit is sitting in the middle of a basketball arcade game .
8,is a man shooting basketballs next to a toddler .
9,basketball player in black jumps , while another in white attempts to block .
8,boy wearing a black jersey holding a basketball while another is behind him trying to get the ball
5,basketball players fighting over the ball .
5,male basketball players are fighting over a basketball .
5,young men play basketball while crowd looks on
3,basketball player aims for the goal .
5,basketball player gets ready to shoot .
3,basketball player has jumped in the air to shoot the basketball .
3,basketball player in white jumping to throw the ball , audience in the back .
8,is a college basketball player shooting a jumped .
8,woman in a white baseball hat reveals her tan line to her friend , who wears a sun hat
0,baseball player in a blue uniform has just released the baseball on the sidelines .
0,baseball player is following through with an action nearby a teammate .
0,baseball player strains to throw a ball .
8,yougn boy in a blue and white baseball uniform throwing a baseball while tucking his glove close to his body .
3,baseball player wearing blue is throwing the ball .
1,play football .
0,baseball player swings at a baseball .
0,in blue and white uniforms are on the field playing baseball .
0,crouches behind baseball hitter .
5,basketball player for Miami U. pushes forward .
5,basketball player runs while another tries to block him .
3,basketball player runs while dribbling the ball .
3,blows whistle as basketball player attempts to block another with the ball .
9,guy in the white uniform has a basketball in his hand .
3,basketball player dribbles the ball during a game .
3,basketball player wearing a white uniform is dribbling the ball on the court .
8,man wearing a white uniform dribbles the basketball during a game .
3,professional basketball player dribbles the ball around the opposing player .
1,player pushes away opponent
3,basketball player attempting to control the ball near the basket rim .
9,basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team .
5,basketball player is scoring a basket .
3,men jump up for the ball near the hoop in a basketball game .
8,teams playing basketball on a court in a stadium .
5,boy playing basketball , trying to block a shot .
9,basketball player in a white uniform jumps up to block another player in a blue uniform with the ball .
5,boys play basketball .
5,opposing basketball players are making a play with an audience nearby .
1,young flag football team are huddled together .
5,asian man in a black tracksuit is watching students doing exercised on basketball court .
5,people on a basketball court .
3,girl defends the basketball from another player .
5,girl playing basketball attempts a shot while another girl aggresively defends her .
8,participating in a basketball game in front of a crowd .
5,opposing basketball player is making a hook shot over the defender .
8,person in a baseball cap and jeans resting on a brown couch .
9,group of asian women in sports attire , and one woman in the center is wearing a baseball cap .
0,are several asian people , one wearing a baseball cap .
8,baby in a baseball shirt crawls through a tube .
5,basketball player looks upward as a hand reaches for her ball .
8,female basketball player wearing a red uniform is holding a basketball and looking up while an arm is trying to block her .
8,female woman has a basketball in her hands and a determined look on her face .
3,woman basketball player holding the ball grimaces with effort while another player 's arm attempts to block her .
8,woman with a red basketball jersey is holding a basketball and looking up .
0,baseball player is on the field in fronmt of an audience .
6,man is playing with a foam football on the beach .
5,basketball team of 8 girls is doing a hand huddle .
5,group of basketball players in a huddle .
1,players huddle .
8,group of men in camouflage pants , break dancing on a stage at a community baseball field .
8,bald man is attempting to slam dunk a basketball in a game while people in the stands watch .
8,basketball player is jumping and about to dunk a ball in front of a crowd .
5,man reaches toward dunking a basketball while an audience watches .
5,tattooed man dunks a basketball .
3,tattooed basketball player is about to dunk the ball .
0,black and white dog catching a baseball in midair .
0,skinny white dogs with two standing men in baseball caps
6,man in a rugby uniform is grabbing the arm of another man holding a football .
6,men on a playing field , one of them holding a football .
0,boy in a baseball uniform runs the bases .
0,boy is running around the bases in a baseball game .
0,boy runs to a baseball base .
8,child in a baseball uniform runs on a baseball field .
3,young baseball player is running to one of the bases .
3,baseball player throws the ball .
8,boy in the middle of a pitch at a baseball game .
8,pitcher on a mound throws a baseball .
0,teenage boy pitching a baseball .
0,young pitcher is throwing the baseball .
0,participate in a baseball game .
9,baseball players in motion ; one sliding into a base , another running in the background .
3,men playing baseball and the one wearing a red helmet is sliding to the plate .
3,baseball player crouching to catch the ball as a runner slides to safety .
8,boy is sliding towards a base while the baseman is waiting for the ball in a baseball game .
0,Children playing baseball at the park .
3,football player in possession of the ball gets tackled by a football player on the opposing team .
3,football player leaps in the air while another tries to hold onto his foot .
9,football player in orange and white uniform dodges tackle of another player .
1,guys playing football .
6,men during a football game
0,child wearing black and purple playing baseball .
8,catcher in a black uniform on the ground with his glove upraised during a baseball game , while a man UN a white uniform keeps a foot on the base .
3,baseball player is trying to run to a base while the baseman catches the ball .
8,people play baseball on a field at a park .
1,dogs play with purple football .
5,group of basketball players stand on the basketball court .
5,group of men play basketball .
5,play basketball on a wood floor near clear glass doors .
5,men around an indoor basketball hoop .
1,boys playing indoor basketball , one team has black and white uniforms , the other has orange and white .
8,basketball player attempts a layup in a gymnasium .
8,guy is going up for a lay-up on a basketball court .
8,group of men stand in a gymnasium with a basketball .
9,group of young men in a gym take turns scoring in basketball .
5,line of basketball players doing a drill .
5,boys on basketball court .
5,young men playing basketball
9,football player in blue grabs a football player in white for a tackle .
1,football player is being tackled by the rival team .
3,football player is tackling the player with the football as the crowd watches .
2,players on a feild the one on the left in a blue uniform the one on the right in a white one with the fans in the back .
3,football player from the opposite team are holding back the one with the ball .
0,female baseball players reach for the ball .
0,baseball player slides home in a non professional baseball game in an HDR photograph .
3,baseball player in white swings for the ball as the player in brown is waiting to intercept .
0,baseball player punting .
3,baseball player swings at the ball as onlookers watch .
3,baseball player attempts to catch a ball while another runs towards the base .
3,baseball player catches the ball while the batter reaches the base .
8,umpire in a baseball game crouches to catch a ball while an opposing team member runs to homebase .
0,children are playing baseball
8,baseball player is making a play nearby a large sign and boundary of the field .
0,girl catches a baseball .
8,baseball player in a black shirt just tagged a player in a white shirt .
0,woman in a baseball uniform tags another with her mitt .
3,baseball player hitting the ball
8,teenager dressed in a baseball uniform attempting to hit a baseball during a game .
8,baseball player in a red shirt and white pants is swinging the bat towards a yellow ball whilst three people look on .
0,baseball player recoils from an action involving a bat while opposing team members look on .
8,person leans forward to catch a baseball while a runner comes close to the base .
8,girl in a baseball uniform getting ready to throw the ball at a game .
8,female wearing a baseball uniform swinging a bat .
8,woman in a brown strip is taking a swing with a baseball bat at a yellow ball , whilst another woman is waiting on the sideline .
0,boy hits the ball at a baseball game .
0,hits a baseball
0,of the members of a baseball team in brown and white is at bat .
0,baseball player holds his bat and gets ready for the game .
0,boy is getting ready to play baseball .
0,boy plays baseball .
8,person in a blue and white baseball uniform is standing on one foot while holding a bat .
0,player holding a bat .
6,girl in a yellow shirt is throwing a wet football .
8,man in a baseball cap does a skateboard jump on a half pipe .
5,guy jumps to make a basketball shot .
5,men playing basketball on a court with various people in the background .
3,man drives the lane for a shot in the outdoor basketball game .
5,three men are playing basketball on a blacktop .
3,men are playing basketball and one of them blocked the others shot while people play in the back .
3,baseball player trows the ball .
0,player throwing the baseball .
8,man is pitching a baseball on a dirt mound .
9,baseball pitcher in a red and white uniform throws the ball while his teammate watches .
7,baseball pitcher on the mound leaning into his pitch .
8,pitcher throwing a ball at a baseball game
9,is being played by two men in red jerseys by a " pepco " sign .
5,group of boys play basketball together .
5,player makes a shot as other players to try to intercept .
5,teenagers are scrambling for a basketball underneath the net .
5,people are playing basketball outdoors .
5,men playing basketball under a blue sky
8,white dog , two black dogs , and a black and white dog are playing on the edge of a baseball field .
0,dogs are playing at the baseball field .
0,dogs are running on the grass , near a baseball field .
0,dogs run and play on the baseball field .
8,people are kicking a soccer ball in a basketball court .
0,boy holds the bat waiting for the pitch at a baseball game .
0,little boy batting in a baseball game .
8,young boy in a blue and white uniform is up to bat at a baseball game .
0,plays baseball .
8,wearing a blue , white , and yellow baseball uniform about to hit a ball .
8,young boy in a baseball cap jumps into the arms of a man wearing a blue shirt .
5,boy dunks a basketball .
8,boy dunks a basketball on a low hoop by the road .
8,boy jumps up to make a basket in a basketball hoop .
5,boy with a basketball , leaping for the goal .
8,teenage boy is dunking a basketball in a hoop .
8,man wearing a baseball cap leaning against a post .
7,baseball pitcher with Shelton on his shirt throws the ball .
8,baseball player in a black and orange shirt , and with a glove on , pitches the ball .
8,male dressed in a sports outfit tries to catch a baseball .
0,man playing baseball .
3,baseball player is running after the ball .
0,plays baseball in a grass field .
0,brown dog with a baseball in its mouth .
0,dog holding a baseball in his mouth .
0,dog with a baseball in his mouth .
8,man in a pink shirt is standing in a basketball court holding a basketball .
8,young adult male stands with a basketball on a court .
5,holding a basketball wearing red shirt black shorts with something on left leg
5,man in red and black stands outside holding basketball .
8,man with the red shirt is holding a basketball and is in front of a basketball hoop .
8,baseball player just taking a swing at a stadium .
0,baseball player swings the bat as a catcher and umpire watch .
0,batsman is about to swing for a baseball whilst the catcher and referee wait behind him .
0,ump in black watches a baseball game .
0,baseball player takes a swing .
8,little girl about to hit a baseball off a tee
0,little girl is swinging at a baseball .
8,boys on a black top with a green and yellow basketball .
0,baseball is being thrown at a volleyball net .
0,boy whose head has been replaced by a baseball .
8,Child hits a baseball into a net .
8,child is throwing a baseball into a net .
8,young boy with a baseball obscuring his face through a net .
0,play baseball .
0,playing baseball .
0,baseball player is catching a ball on the field .
8,is a baseball player in a yellow shirt running midfield .
0,guys playing baseball .
8,young baseball player sliding into a base while a dust cloud rises and the other team moves around him .
0,playing baseball , cars parked in the background .
0,little boys are playing baseball .
6,few young boys throwing a football over a volleyball net .
6,are throwing a football on the beach .
8,children are playing a game , with a volleyball net and a football , on the beach .
6,boys play with a football near a volleyball net at the beach .
9,baseball pitcher wearing a white and red uniform caught in midpitch of the ball .
0,baseball player in white uniform throwing baseball
8,profession baseball player pitches a ball in a baseball game .
3,man in the white and red uniform gets ready to throw the baseball .
8,is a man pitching a baseball and has a glove his left hand .
0,Boston baseball player at bat
3,Boston Red Sox baseball player holds the bat waiting for the incoming pitch .
0,man is playing baseball .
3,batter ready to hit the ball
0,baseball player slides to the base .
0,person playing baseball slides for home .
8,baseball players on a field , with four spectators , and a crowd .
0,men on opposite baseball teams dive for a baseball at homebase .
6,man is leaping off of the pool deck to catch a football .
0,baseball player dodges a ball with his bat high in the air .
8,baseball player in a white uniform is walking to base while a crowd of people watch from the bleachers .
0,baseball player near home plate .
0,baseball player raises the bat above his head .
3,baseball player runs to catch the ball .
0,young boy holds his head to a baseball bat on the green grass .
0,young boy is spinning around a baseball bat on the grass .
0,boy puts his forehead on the baseball bat and spins around to make himself dizzy .
8,little boy is wearing red shorts and a white t-shirt and has his head resting on a baseball bat .
0,boy pitches in a baseball game .
3,young baseball player winds up to throw the ball .
0,young person pitches in a baseball game .
3,baseball player is throwing the ball .
0,girls with baseball caps are eating a snack outside .
0,black and white dog stands on the grass with a baseball in his mouth
8,closeup of a small black and white dog with a baseball in its mouth .
0,and white dog holding a baseball in mouth .
0,and white dog with baseball in mouth , field and building .
0,and white dog with a baseball in its mouth .
0,dog is wearing a red baseball cap , and has its mouth wide open .
8,young boy is getting ready to hit a pinata with a blue baseball bat .
1,brown dog dives backwards to catch the football .
8,man with a bushy beard and a baseball cap sits on a park bench .
0,spotted dog playing on a baseball field with another dog .
0,dogs play on a baseball field .
8,watching a guy in a black and green baseball cap skateboarding .
0,opposing footballers play on a field .
1,playing tag football run down the field .
6,kid is chasing another kid who is holding a football .
6,kid is running across a field carrying a football while another is close behind grabbing for his flags .
1,children playing tag football .
1,little boys play football on green grass .
6,boy holding a toy football , runs along a paved path .
6,boy runs past a house carrying a very small plastic foam football .
6,boy runs with a very small football down a paved walkway .
6,person runs with a small football .
6,young boy running on a sidewalk holding a small football .
6,man holds a sign offering to trade a poem for a football ticket .
3,woman in yellow is throwing the football to the woman in brown .
6,girls throwing a football in their backyard .
0,guy and a girl wearing baseball caps and black scarves around their necks .
0,child hits a baseball .
0,little boy hits a baseball while his family watches
5,man wearing red shorts dribbles a basketball behind him .
5,man with no shirt plays basketball .
5,athlete in red shorts is caught frozen during a basketball move .
8,shirtless man in red shorts bouncing a basketball on a court .
5,in red shorts bouncing a basketball .
0,with baseball gloves walking across a baseball field
0,woman playing baseball walks back to her base while her feamle teammate follows .
8,woman with a glove on a baseball field with another woman
8,boy in a red baseball cap eats a Ritz cracker and has a big pink cup of juice
5,wet brown dog is jumping into the air to try and catch a basketball with his mouth .
5,wet brown dog jumps up to get a white basketball .
5,wet dog leaped toward the basketball .
0,little boy in an orange collared shirt is swinging a baseball bat .
0,man with a baseball cap and shiny sunglasses looks down while another bald man looks down .
0,man wearing a backwards baseball cap .
0,man wearing a blue baseball cap is gazing into the distance .
8,man with a beard and a navy blue backwards baseball cap stares intently at something in the distance .
8,person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .
0,baseball player standing on the field
0,baseball player stands and faces the crowd .
0,baseball player wearing a number 19 shirt looks at the outfield .
0,player looking out into a stadium crowd
